log_id,timestamp,api_name,endpoint,request_method,response_code,response_time_ms,request_size_bytes,response_size_bytes,server_name,environment,error_code,timeout_flag,transaction_id
API000005846,2026-04-01 08:54:52,FraudAPI,/api/fraud,POST,502,353,4792,8108,SRV002,PRODUCTION,E106,N,
API000005856,2025-11-15 11:42:33,LoanAPI,/api/loans,GET,503,247,4823,4103,SRV034,SIT,E100,N,TXN0000000112
API000005864,2026-06-25 18:53:24,NotificationAPI,/api/notifications,DELETE,502,332,2630,3017,SRV036,PRODUCTION,E110,N,
API000005867,2024-03-06 16:11:52,StatementAPI,/api/statements,PUT,503,42,2442,4670,SRV007,PRODUCTION,E109,N,TXN0000002697
API000005889,2025-06-24 10:05:06,PaymentAPI,/api/payments,POST,503,486,387,6680,SRV002,PRODUCTION,E110,N,TXN0000001925
API000005894,2024-01-16 02:48:37,AuthAPI,/api/auth,GET,503,83,4928,1582,SRV036,PRODUCTION,E111,N,TXN0000014434
API000005901,2025-12-06 16:18:20,CustomerAPI,/api/customers,POST,504,209,262,3496,SRV028,PRODUCTION,E101,Y,
API000005908,2024-04-30 09:40:00,LoanAPI,/api/loans,GET,500,138,3569,5908,SRV033,PRODUCTION,E106,N,TXN0000012572
API000005920,2025-05-11 15:59:25,CustomerAPI,/api/customers,GET,504,79,333,5618,SRV007,UAT,E110,Y,TXN0000019530
API000005946,2023-12-25 19:37:37,AuthAPI,/api/auth,POST,502,180,4790,1506,SRV003,PRODUCTION,E106,N,TXN0000005217
API000005948,2023-01-03 07:55:59,NotificationAPI,/api/notifications,PUT,503,63,2925,1046,SRV038,PRODUCTION,E103,N,
API000005967,2023-08-20 04:19:51,AccountAPI,/api/accounts,PUT,500,120,3256,9176,SRV034,PRODUCTION,E100,N,
API000006045,2024-07-23 01:42:56,KYCAPI,/api/kyc,GET,500,192,2169,4672,SRV023,PRODUCTION,E100,N,TXN0000023384
API000006055,2024-09-10 23:52:44,AccountAPI,/api/accounts,POST,500,76,2320,6801,SRV030,PRODUCTION,E104,N,
API000006059,2025-07-17 12:22:48,KYCAPI,/api/kyc,POST,500,603,1348,4576,SRV004,PRODUCTION,E107,N,TXN0000016883
API000006060,2025-07-07 10:52:35,TransactionAPI,/api/transactions,POST,504,151,4724,9830,SRV038,PRODUCTION,E111,Y,TXN0000013675
API000006073,2026-05-01 16:09:06,CustomerAPI,/api/customers,PUT,502,45,1626,3801,SRV021,SIT,E100,N,
API000006076,2025-02-19 01:17:27,AuthAPI,/api/auth,POST,504,140,4354,2184,SRV001,PRODUCTION,E107,Y,
API000006078,2024-04-06 12:22:59,FraudAPI,/api/fraud,POST,504,193,4495,9109,SRV021,PRODUCTION,E101,Y,
API000006096,2026-02-06 06:35:32,KYCAPI,/api/kyc,GET,503,285,3853,9694,SRV033,PRODUCTION,E110,N,
API000006101,2026-06-18 02:03:13,PaymentAPI,/api/payments,POST,504,74,1658,8234,SRV017,PRODUCTION,E104,Y,TXN0000023239
API000006112,2025-12-03 18:35:54,AuthAPI,/api/auth,POST,503,721,1589,9961,SRV019,PRODUCTION,E106,N,TXN0000019925
API000006118,2023-07-09 22:44:14,FraudAPI,/api/fraud,POST,500,78,4959,4429,SRV006,PRODUCTION,E107,N,TXN0000010689
API000006135,2025-09-16 02:43:21,PaymentAPI,/api/payments,GET,503,157,2791,1915,SRV029,PRODUCTION,E106,N,TXN0000022880
API000006137,2025-07-20 08:37:43,CustomerAPI,/api/customers,PUT,504,117,1237,8068,SRV028,PRODUCTION,E108,Y,TXN0000013524
API000006182,2025-01-11 12:01:28,LoanAPI,/api/loans,POST,502,146,201,439,SRV001,SIT,E100,N,TXN0000023827
API000006184,2026-02-28 15:03:18,StatementAPI,/api/statements,GET,502,98,108,5820,SRV027,PRODUCTION,E105,N,TXN0000007852
API000006192,2025-08-03 03:15:25,StatementAPI,/api/statements,GET,500,184,1893,4941,SRV018,PRODUCTION,E110,N,TXN0000009078
API000006197,2023-02-13 07:20:52,CustomerAPI,/api/customers,POST,504,218,2936,3467,SRV012,PRODUCTION,E105,Y,TXN0000024762
API000006211,2025-07-22 12:16:27,PaymentAPI,/api/payments,GET,500,143,1501,4236,SRV018,PRODUCTION,E110,N,TXN0000007264
API000006246,2026-04-11 13:00:54,CustomerAPI,/api/customers,GET,500,60,3436,8614,SRV020,UAT,E110,N,TXN0000004084
API000006251,2024-01-09 10:49:26,PaymentAPI,/api/payments,POST,504,348,1940,6264,SRV020,PRODUCTION,E101,Y,
API000006271,2025-05-17 10:13:35,NotificationAPI,/api/notifications,POST,500,124,1568,6337,SRV036,SIT,E110,N,TXN0000014447
API000006280,2025-03-03 16:38:43,LoanAPI,/api/loans,PUT,503,206,1397,3099,SRV010,PRODUCTION,E111,N,TXN0000017118
API000006287,2025-01-26 18:44:35,AccountAPI,/api/accounts,POST,500,184,1506,2166,SRV034,PRODUCTION,E107,N,TXN0000008104
API000006300,2024-03-24 10:27:16,FraudAPI,/api/fraud,DELETE,500,319,2787,1720,SRV011,PRODUCTION,E110,N,TXN0000009091
API000006301,2026-07-10 04:30:02,CustomerAPI,/api/customers,PUT,500,341,1787,6411,SRV012,PRODUCTION,E107,N,TXN0000001736
API000006304,2025-04-11 19:07:04,AuthAPI,/api/auth,POST,502,248,4728,5306,SRV031,PRODUCTION,E106,N,TXN0000016781
API000006305,2026-04-09 20:43:46,KYCAPI,/api/kyc,POST,504,57,2394,3720,SRV033,PRODUCTION,E110,Y,TXN0000010521
API000006313,2023-08-31 06:06:29,AuthAPI,/api/auth,GET,500,475,291,9205,SRV034,PRODUCTION,E107,N,TXN0000022840
API000006322,2025-06-23 00:04:34,KYCAPI,/api/kyc,POST,500,56,2023,1041,SRV006,PRODUCTION,E110,N,TXN0000002486
API000006324,2025-03-30 14:09:34,CustomerAPI,/api/customers,POST,502,201,1002,2377,SRV009,PRODUCTION,E105,N,TXN0000023093
API000006332,2023-10-29 13:34:04,LoanAPI,/api/loans,GET,500,458,3275,1251,SRV024,PRODUCTION,E108,N,TXN0000002400
API000006336,2024-08-19 07:52:20,TransactionAPI,/api/transactions,POST,504,319,2616,5616,SRV004,PRODUCTION,E108,Y,TXN0000022977
API000006338,2023-09-14 14:57:53,NotificationAPI,/api/notifications,PUT,504,118,168,6385,SRV015,PRODUCTION,E110,Y,
API000006341,2024-08-30 19:45:42,AuthAPI,/api/auth,GET,500,104,3265,3984,SRV013,UAT,E108,N,TXN0000004570
API000006346,2024-05-04 18:44:52,TransactionAPI,/api/transactions,GET,500,182,4113,7317,SRV020,PRODUCTION,E111,N,TXN0000010190
API000006363,2023-04-23 02:57:48,LoanAPI,/api/loans,GET,500,241,2302,9019,SRV017,PRODUCTION,E103,N,
API000006368,2025-07-29 22:05:16,PaymentAPI,/api/payments,PUT,500,774,754,7940,SRV020,PRODUCTION,E103,N,
API000006375,2024-03-17 12:18:51,CustomerAPI,/api/customers,GET,500,404,1464,1838,SRV007,PRODUCTION,E100,N,
API000006389,2024-07-23 03:27:07,CustomerAPI,/api/customers,POST,500,92,2666,5240,SRV020,SIT,E107,N,
API000006406,2024-07-28 06:03:23,NotificationAPI,/api/notifications,PUT,503,169,1202,2445,SRV020,PRODUCTION,E101,N,
API000006422,2023-05-30 00:44:54,StatementAPI,/api/statements,DELETE,500,206,4720,5363,SRV011,PRODUCTION,E102,N,TXN0000015991
API000006441,2024-07-26 11:12:05,FraudAPI,/api/fraud,POST,500,48,3936,9110,SRV008,PRODUCTION,E107,N,TXN0000009730
API000006456,2024-07-18 04:03:06,LoanAPI,/api/loans,POST,503,29,4312,8231,SRV005,SIT,E103,N,TXN0000022649
API000006463,2023-03-31 10:02:45,KYCAPI,/api/kyc,GET,500,370,2006,497,SRV022,PRODUCTION,E105,N,TXN0000024076
API000006469,2023-11-21 05:23:57,PaymentAPI,/api/payments,GET,503,1521,2346,9206,SRV038,PRODUCTION,E111,N,TXN0000024514
API000006484,2024-07-14 05:06:04,TransactionAPI,/api/transactions,GET,503,132,3185,6537,SRV032,PRODUCTION,E105,N,
API000006487,2023-09-11 02:43:47,PaymentAPI,/api/payments,GET,500,175,3227,6872,SRV037,PRODUCTION,E103,N,TXN0000024652
API000006488,2024-03-21 20:08:24,TransactionAPI,/api/transactions,POST,504,139,4166,1242,SRV023,PRODUCTION,E106,Y,TXN0000014637
API000006493,2025-02-12 16:46:04,AccountAPI,/api/accounts,GET,504,338,124,8685,SRV005,PRODUCTION,E107,Y,
API000006499,2026-03-21 17:37:21,LoanAPI,/api/loans,POST,502,125,4905,5472,SRV038,PRODUCTION,E103,N,TXN0000021167
API000006500,2025-04-27 01:34:30,AccountAPI,/api/accounts,GET,500,316,324,7746,SRV001,PRODUCTION,E107,N,TXN0000005901
API000006505,2024-03-17 22:40:25,CustomerAPI,/api/customers,POST,503,49,1419,1862,SRV016,PRODUCTION,E106,N,
API000006514,2026-03-30 20:21:38,PaymentAPI,/api/payments,GET,500,123,4192,1285,SRV020,UAT,E103,N,
API000006520,2026-05-25 13:43:15,AccountAPI,/api/accounts,GET,503,183,1105,3972,SRV030,PRODUCTION,E109,N,TXN0000016705
API000006524,2023-11-27 02:48:18,FraudAPI,/api/fraud,POST,500,316,2362,608,SRV003,SIT,E111,N,TXN0000017128
API000006525,2024-05-12 14:59:05,KYCAPI,/api/kyc,GET,500,214,2295,1406,SRV007,PRODUCTION,E102,N,TXN0000013347
API000006533,2023-06-07 03:19:12,FraudAPI,/api/fraud,GET,504,701,1009,3707,SRV030,UAT,E103,Y,TXN0000014972
API000006538,2026-04-04 19:51:20,AuthAPI,/api/auth,GET,504,221,3874,1145,SRV020,PRODUCTION,E107,Y,TXN0000018690
API000006553,2025-12-15 20:00:09,AuthAPI,/api/auth,POST,502,343,4193,5626,SRV029,PRODUCTION,E103,N,
API000006562,2026-01-10 05:23:42,FraudAPI,/api/fraud,DELETE,500,206,305,6297,SRV026,PRODUCTION,E102,N,TXN0000020672
API000006572,2024-04-11 01:00:20,AccountAPI,/api/accounts,GET,500,312,1748,6495,SRV007,PRODUCTION,E107,N,TXN0000015310
API000006582,2026-04-16 21:39:45,StatementAPI,/api/statements,POST,500,164,309,501,SRV036,SIT,E105,N,TXN0000022451
API000006586,2023-10-29 15:38:36,LoanAPI,/api/loans,GET,504,319,1152,6263,SRV015,PRODUCTION,E109,Y,TXN0000000613
API000006587,2025-03-04 01:57:14,FraudAPI,/api/fraud,GET,504,1156,4687,729,SRV017,PRODUCTION,E111,Y,TXN0000024994
API000006597,2025-09-30 02:14:15,NotificationAPI,/api/notifications,POST,503,244,239,3971,SRV005,PRODUCTION,E100,N,TXN0000001402
API000006600,2024-10-09 01:51:50,NotificationAPI,/api/notifications,GET,500,195,3842,9606,SRV021,PRODUCTION,E111,N,TXN0000022125
API000006602,2025-01-05 07:43:54,PaymentAPI,/api/payments,POST,500,142,2306,1128,SRV034,PRODUCTION,E102,N,
API000006622,2025-05-14 05:46:30,AccountAPI,/api/accounts,PUT,503,148,2581,6376,SRV001,SIT,E106,N,
API000006634,2024-06-04 12:07:16,PaymentAPI,/api/payments,POST,502,85,3571,4735,SRV002,PRODUCTION,E106,N,
API000006655,2023-07-14 07:21:38,FraudAPI,/api/fraud,GET,504,162,1710,1949,SRV031,PRODUCTION,E102,Y,TXN0000008475
API000006663,2025-09-02 08:22:20,LoanAPI,/api/loans,POST,504,100,3285,570,SRV023,PRODUCTION,E109,Y,
API000006665,2023-01-26 06:42:08,KYCAPI,/api/kyc,POST,503,129,3828,7098,SRV040,PRODUCTION,E108,N,TXN0000007997
API000006677,2025-02-17 06:08:01,PaymentAPI,/api/payments,POST,504,95,4613,9062,SRV040,SIT,E106,Y,TXN0000011885
API000006689,2025-08-28 17:33:07,NotificationAPI,/api/notifications,GET,504,214,689,8731,SRV025,PRODUCTION,E109,Y,TXN0000023817
API000006693,2024-10-27 14:19:11,TransactionAPI,/api/transactions,POST,500,284,2852,2748,SRV025,PRODUCTION,E100,N,TXN0000007306
API000006702,2026-06-27 01:31:41,AccountAPI,/api/accounts,GET,500,54,1258,6892,SRV021,PRODUCTION,E102,N,
API000006721,2023-09-23 20:20:33,FraudAPI,/api/fraud,POST,503,49,4107,8505,SRV023,PRODUCTION,E102,N,
API000006722,2024-01-07 07:06:23,StatementAPI,/api/statements,GET,503,99,1336,1044,SRV036,PRODUCTION,E104,N,TXN0000011856
API000006725,2024-07-01 18:34:28,KYCAPI,/api/kyc,POST,502,128,531,1960,SRV033,UAT,E110,N,
API000006728,2026-04-17 18:53:18,TransactionAPI,/api/transactions,GET,500,75,643,8808,SRV032,PRODUCTION,E100,N,TXN0000000954
API000006756,2023-09-25 15:51:49,PaymentAPI,/api/payments,POST,504,121,4965,4568,SRV016,UAT,E109,Y,TXN0000021988
API000006757,2026-05-13 17:37:11,AuthAPI,/api/auth,POST,504,159,4999,3609,SRV038,PRODUCTION,E101,Y,TXN0000023184
API000006764,2025-03-22 03:29:03,LoanAPI,/api/loans,GET,503,77,521,1576,SRV023,UAT,E103,N,TXN0000019250
API000006786,2025-11-06 10:19:46,TransactionAPI,/api/transactions,POST,502,168,4102,7754,SRV006,PRODUCTION,E103,N,TXN0000017524
API000006798,2024-10-17 19:51:40,TransactionAPI,/api/transactions,GET,500,474,1007,5991,SRV011,PRODUCTION,E104,N,TXN0000018880
API000006816,2024-10-04 19:39:08,KYCAPI,/api/kyc,POST,500,236,4160,7360,SRV038,PRODUCTION,E109,N,TXN0000021765
API000006821,2024-10-02 21:14:46,CustomerAPI,/api/customers,POST,504,237,1819,3069,SRV024,UAT,E106,Y,TXN0000007132
API000006834,2026-07-18 03:39:05,LoanAPI,/api/loans,GET,502,149,259,6121,SRV008,PRODUCTION,E101,N,
API000006843,2023-05-06 00:07:19,AuthAPI,/api/auth,DELETE,500,224,3133,2390,SRV039,PRODUCTION,E102,N,
API000006855,2024-01-19 02:18:25,KYCAPI,/api/kyc,GET,504,176,4177,7246,SRV014,PRODUCTION,E108,Y,TXN0000006657
API000006860,2023-01-20 00:23:34,TransactionAPI,/api/transactions,POST,500,234,4004,6709,SRV021,SIT,E103,N,TXN0000005132
API000006867,2023-12-28 02:27:10,LoanAPI,/api/loans,POST,504,192,1385,9462,SRV023,PRODUCTION,E107,Y,
API000006891,2023-11-04 15:37:07,PaymentAPI,/api/payments,POST,504,47,4493,8962,SRV036,PRODUCTION,E100,Y,TXN0000018211
API000006919,2026-02-15 16:29:27,TransactionAPI,/api/transactions,POST,503,466,129,6911,SRV009,SIT,E101,N,TXN0000017046
API000006926,2023-06-02 16:58:19,NotificationAPI,/api/notifications,PUT,500,330,1819,6526,SRV005,PRODUCTION,E106,N,
API000006941,2026-02-06 01:45:41,AccountAPI,/api/accounts,PUT,500,20,4461,1094,SRV037,PRODUCTION,E105,N,TXN0000012040
API000006946,2024-11-09 01:39:09,NotificationAPI,/api/notifications,POST,500,142,3231,7937,SRV039,PRODUCTION,E109,N,TXN0000014607
API000006963,2025-07-07 06:50:52,TransactionAPI,/api/transactions,POST,502,223,2230,2281,SRV023,PRODUCTION,E111,N,TXN0000000389
API000006974,2026-04-23 01:27:45,KYCAPI,/api/kyc,DELETE,502,230,3598,6492,SRV003,PRODUCTION,E101,N,TXN0000006974
API000006988,2025-08-30 21:26:54,LoanAPI,/api/loans,PUT,502,254,3946,2565,SRV015,PRODUCTION,E105,N,TXN0000012071
API000007010,2026-07-17 12:30:00,PaymentAPI,/api/payments,POST,500,204,3926,9164,SRV025,PRODUCTION,E103,N,TXN0000024798
API000007016,2023-09-14 04:10:19,NotificationAPI,/api/notifications,GET,500,214,1547,7039,SRV010,PRODUCTION,E100,N,TXN0000018007
API000007018,2024-10-15 21:05:51,AccountAPI,/api/accounts,POST,500,37,3933,9412,SRV025,PRODUCTION,E100,N,TXN0000010521
API000007041,2025-08-20 23:08:11,NotificationAPI,/api/notifications,POST,500,235,1595,2288,SRV009,PRODUCTION,E104,N,
API000007044,2025-10-17 14:26:52,CustomerAPI,/api/customers,GET,502,412,3695,9777,SRV036,PRODUCTION,E103,N,TXN0000020184
API000007059,2023-07-11 09:29:58,TransactionAPI,/api/transactions,POST,500,75,3367,1483,SRV021,UAT,E106,N,TXN0000001190
API000007060,2023-05-08 03:51:21,StatementAPI,/api/statements,GET,502,113,3944,5042,SRV032,PRODUCTION,E103,N,TXN0000003870
API000007069,2024-01-07 09:11:01,NotificationAPI,/api/notifications,PUT,504,23,3653,9244,SRV003,PRODUCTION,E105,Y,TXN0000004636
API000007073,2023-11-05 18:40:12,PaymentAPI,/api/payments,POST,504,30,633,6365,SRV004,PRODUCTION,E108,Y,
API000007078,2025-02-28 11:28:09,NotificationAPI,/api/notifications,GET,504,95,2901,2602,SRV009,PRODUCTION,E104,Y,TXN0000020944
API000007081,2025-12-26 18:42:36,TransactionAPI,/api/transactions,POST,504,174,4057,6072,SRV039,PRODUCTION,E110,Y,
API000007091,2026-07-15 19:17:21,KYCAPI,/api/kyc,GET,504,50,2493,6357,SRV020,PRODUCTION,E111,Y,TXN0000010049
API000007092,2025-11-15 21:09:17,KYCAPI,/api/kyc,PUT,504,295,1450,1955,SRV019,UAT,E105,Y,TXN0000020915
API000007096,2024-05-23 19:15:54,NotificationAPI,/api/notifications,GET,504,191,611,7795,SRV032,PRODUCTION,E106,Y,
API000007107,2023-11-30 14:14:56,KYCAPI,/api/kyc,GET,504,68,3138,7700,SRV018,PRODUCTION,E103,Y,
API000007113,2023-04-14 04:55:31,NotificationAPI,/api/notifications,GET,502,251,465,2178,SRV025,PRODUCTION,E100,N,TXN0000008119
API000007117,2023-07-10 20:01:27,FraudAPI,/api/fraud,GET,503,1038,568,2770,SRV012,PRODUCTION,E105,N,TXN0000010474
API000007128,2023-09-26 11:07:40,FraudAPI,/api/fraud,PUT,502,285,264,9497,SRV018,PRODUCTION,E109,N,TXN0000020750
API000007132,2023-12-08 03:13:51,FraudAPI,/api/fraud,DELETE,504,71,1707,6164,SRV027,PRODUCTION,E111,Y,TXN0000001696
API000007135,2023-08-05 19:30:37,AuthAPI,/api/auth,DELETE,502,279,2799,4524,SRV015,PRODUCTION,E108,N,
API000007139,2023-01-31 14:15:01,AccountAPI,/api/accounts,POST,500,127,187,8074,SRV028,PRODUCTION,E101,N,
API000007166,2024-07-17 03:42:18,NotificationAPI,/api/notifications,POST,500,133,2778,4820,SRV033,PRODUCTION,E100,N,TXN0000003616
API000007169,2023-02-08 23:42:20,NotificationAPI,/api/notifications,GET,500,83,1568,6712,SRV004,PRODUCTION,E109,N,TXN0000002262
API000007174,2025-06-23 14:19:14,LoanAPI,/api/loans,GET,502,103,3961,372,SRV027,UAT,E108,N,TXN0000016870
API000007175,2024-03-06 04:49:41,NotificationAPI,/api/notifications,POST,503,242,3647,5505,SRV016,PRODUCTION,E107,N,
API000007177,2025-03-04 10:30:47,StatementAPI,/api/statements,PUT,504,141,3482,8146,SRV010,PRODUCTION,E109,Y,TXN0000002271
API000007180,2024-07-23 06:11:48,AccountAPI,/api/accounts,POST,502,80,1499,2897,SRV035,PRODUCTION,E111,N,TXN0000016558
API000007190,2025-11-13 21:20:51,KYCAPI,/api/kyc,PUT,502,217,2302,2315,SRV014,PRODUCTION,E106,N,TXN0000019907
API000007205,2024-10-09 10:51:34,NotificationAPI,/api/notifications,POST,502,272,3445,8456,SRV020,PRODUCTION,E106,N,TXN0000023438
API000007210,2023-01-07 13:26:46,StatementAPI,/api/statements,GET,500,624,1376,6771,SRV012,PRODUCTION,E106,N,TXN0000000621
API000007215,2026-07-14 00:51:05,StatementAPI,/api/statements,PUT,504,130,2918,6162,SRV012,PRODUCTION,E110,Y,TXN0000018998
API000007222,2025-02-08 03:34:40,AuthAPI,/api/auth,PUT,502,72,4493,8196,SRV010,PRODUCTION,E102,N,
API000007226,2025-12-06 09:01:00,TransactionAPI,/api/transactions,PUT,500,150,3770,5747,SRV014,SIT,E100,N,
API000007241,2026-04-12 15:54:10,LoanAPI,/api/loans,POST,504,181,3127,7436,SRV023,PRODUCTION,E108,Y,
API000007244,2023-07-02 03:14:24,AuthAPI,/api/auth,GET,502,913,1024,3279,SRV034,PRODUCTION,E106,N,
API000007248,2023-03-20 09:02:20,TransactionAPI,/api/transactions,POST,500,105,3765,1722,SRV026,PRODUCTION,E105,N,
API000007264,2026-02-25 01:40:55,NotificationAPI,/api/notifications,POST,504,419,4940,6123,SRV012,PRODUCTION,E102,Y,
API000007267,2024-09-01 10:48:20,AuthAPI,/api/auth,GET,500,111,1656,6567,SRV002,PRODUCTION,E108,N,
API000007275,2026-07-28 06:26:16,PaymentAPI,/api/payments,PUT,504,103,1002,5561,SRV023,PRODUCTION,E111,Y,TXN0000010246
API000007319,2025-12-14 06:50:19,KYCAPI,/api/kyc,GET,503,33,4609,4926,SRV038,SIT,E106,N,TXN0000010800
API000007325,2023-06-11 20:19:05,CustomerAPI,/api/customers,PUT,500,143,692,9147,SRV009,PRODUCTION,E111,N,TXN0000011746
API000007342,2025-11-24 16:10:02,FraudAPI,/api/fraud,GET,504,92,2071,7925,SRV010,PRODUCTION,E107,Y,
API000007357,2023-03-29 22:13:40,StatementAPI,/api/statements,POST,500,209,4741,6555,SRV022,PRODUCTION,E100,N,
API000007363,2024-07-20 23:55:31,StatementAPI,/api/statements,DELETE,502,106,1188,4158,SRV013,PRODUCTION,E100,N,
API000007375,2025-12-25 22:51:37,AccountAPI,/api/accounts,POST,500,44,1484,5329,SRV017,PRODUCTION,E104,N,
API000007377,2024-10-02 20:13:33,AccountAPI,/api/accounts,POST,503,165,1604,6820,SRV032,UAT,E102,N,
API000007384,2024-06-24 10:10:39,KYCAPI,/api/kyc,GET,500,53,4169,4137,SRV014,PRODUCTION,E101,N,
API000007387,2024-08-26 10:16:23,FraudAPI,/api/fraud,POST,502,117,2023,8135,SRV003,SIT,E101,N,
API000007389,2024-03-08 07:15:37,KYCAPI,/api/kyc,POST,504,377,3342,1392,SRV004,PRODUCTION,E103,Y,TXN0000014050
API000007401,2024-11-23 22:33:16,NotificationAPI,/api/notifications,POST,504,95,2722,6038,SRV030,PRODUCTION,E105,Y,
API000007407,2025-01-05 21:25:06,StatementAPI,/api/statements,POST,504,101,2152,9592,SRV027,PRODUCTION,E101,Y,
API000007410,2026-01-20 10:11:41,PaymentAPI,/api/payments,GET,502,80,992,7720,SRV017,PRODUCTION,E106,N,TXN0000024631
API000007417,2025-07-26 10:57:41,AuthAPI,/api/auth,POST,504,96,4397,2146,SRV035,PRODUCTION,E109,Y,TXN0000018737
API000007426,2025-07-28 15:07:34,PaymentAPI,/api/payments,GET,500,245,240,4269,SRV026,PRODUCTION,E106,N,TXN0000020076
API000007429,2024-06-29 12:43:44,StatementAPI,/api/statements,PUT,500,78,2806,4768,SRV031,PRODUCTION,E106,N,TXN0000017538
API000007477,2023-07-29 03:42:04,TransactionAPI,/api/transactions,POST,502,63,3078,5100,SRV002,PRODUCTION,E109,N,
API000007495,2026-03-09 23:40:13,PaymentAPI,/api/payments,POST,500,158,3030,3589,SRV027,PRODUCTION,E110,N,TXN0000020346
API000007496,2024-11-10 11:58:44,CustomerAPI,/api/customers,GET,502,741,1900,3401,SRV023,PRODUCTION,E108,N,
API000007503,2026-07-04 05:11:01,TransactionAPI,/api/transactions,POST,500,48,3228,4466,SRV040,PRODUCTION,E108,N,TXN0000001662
API000007505,2025-06-19 07:55:03,AuthAPI,/api/auth,DELETE,503,583,4447,2044,SRV007,PRODUCTION,E101,N,TXN0000023292
API000007515,2024-09-21 05:45:32,KYCAPI,/api/kyc,GET,502,243,3697,4765,SRV022,PRODUCTION,E101,N,TXN0000013323
API000007529,2023-03-29 00:22:02,KYCAPI,/api/kyc,GET,500,98,277,4367,SRV035,PRODUCTION,E107,N,TXN0000005050
API000007538,2025-12-07 06:48:06,AuthAPI,/api/auth,GET,504,250,3245,5185,SRV001,SIT,E103,Y,TXN0000018356
API000007553,2023-10-01 15:51:04,TransactionAPI,/api/transactions,POST,500,70,4280,3585,SRV027,SIT,E103,N,TXN0000021828
API000007559,2024-07-08 00:32:34,NotificationAPI,/api/notifications,GET,503,541,4956,3915,SRV004,PRODUCTION,E101,N,TXN0000019896
API000007567,2025-03-03 08:17:01,KYCAPI,/api/kyc,GET,504,71,490,2052,SRV010,PRODUCTION,E100,Y,TXN0000003675
API000007571,2026-02-18 06:08:08,LoanAPI,/api/loans,GET,500,50,1506,2366,SRV020,UAT,E105,N,TXN0000001041
API000007581,2025-12-07 02:17:13,KYCAPI,/api/kyc,POST,500,897,1340,608,SRV005,PRODUCTION,E109,N,TXN0000016544
API000007585,2024-11-29 20:48:11,CustomerAPI,/api/customers,GET,503,87,326,4609,SRV025,SIT,E104,N,TXN0000000763
API000007587,2023-12-16 18:07:44,NotificationAPI,/api/notifications,POST,502,249,2019,7512,SRV014,SIT,E109,N,TXN0000013065
API000007609,2026-01-02 13:25:46,StatementAPI,/api/statements,POST,500,331,4373,7747,SRV011,PRODUCTION,E101,N,
API000007612,2023-07-12 00:59:19,AuthAPI,/api/auth,GET,504,178,646,7568,SRV005,PRODUCTION,E106,Y,TXN0000002360
API000007615,2023-08-19 00:55:31,KYCAPI,/api/kyc,GET,503,450,3746,7968,SRV003,PRODUCTION,E100,N,
API000007619,2024-06-07 23:00:23,KYCAPI,/api/kyc,GET,504,372,2042,4376,SRV017,PRODUCTION,E104,Y,
API000007646,2024-06-02 18:22:33,CustomerAPI,/api/customers,GET,504,251,3371,7072,SRV040,PRODUCTION,E105,Y,TXN0000006575
API000007652,2023-01-04 23:17:44,KYCAPI,/api/kyc,POST,500,615,2523,8977,SRV016,PRODUCTION,E109,N,
API000007658,2024-08-19 19:10:58,PaymentAPI,/api/payments,PUT,504,178,227,8481,SRV009,UAT,E106,Y,TXN0000021648
API000007664,2026-05-26 18:50:11,CustomerAPI,/api/customers,POST,503,378,1645,6720,SRV038,PRODUCTION,E104,N,TXN0000000572
API000007678,2024-08-14 06:07:51,TransactionAPI,/api/transactions,POST,502,59,1474,7188,SRV024,PRODUCTION,E105,N,TXN0000020175
API000007685,2024-08-12 04:30:14,TransactionAPI,/api/transactions,GET,504,45,4446,695,SRV035,PRODUCTION,E109,Y,TXN0000009063
API000007694,2023-11-08 01:17:51,LoanAPI,/api/loans,POST,504,147,904,2744,SRV016,UAT,E111,Y,TXN0000014712
API000007696,2023-11-05 02:36:03,StatementAPI,/api/statements,POST,503,189,4168,4189,SRV038,PRODUCTION,E106,N,TXN0000004674
API000007702,2024-03-04 14:04:21,FraudAPI,/api/fraud,POST,504,358,1023,8430,SRV013,PRODUCTION,E102,Y,TXN0000012020
API000007705,2024-08-12 07:42:04,AccountAPI,/api/accounts,GET,500,554,1760,4398,SRV013,SIT,E108,N,TXN0000003904
API000007708,2026-04-26 21:00:20,KYCAPI,/api/kyc,POST,503,383,1689,1179,SRV033,PRODUCTION,E111,N,TXN0000008696
API000007709,2024-05-22 23:03:19,CustomerAPI,/api/customers,POST,502,20,1328,3260,SRV016,PRODUCTION,E102,N,TXN0000004972
API000007711,2023-01-06 04:30:54,AuthAPI,/api/auth,PUT,503,302,3126,2965,SRV040,UAT,E106,N,TXN0000015987
API000007712,2023-09-22 15:59:53,CustomerAPI,/api/customers,GET,502,186,4018,2108,SRV039,PRODUCTION,E102,N,
API000007714,2024-03-13 00:48:37,CustomerAPI,/api/customers,POST,502,80,3136,6230,SRV014,PRODUCTION,E106,N,
API000007720,2025-01-10 18:26:17,AccountAPI,/api/accounts,GET,504,180,831,1047,SRV031,PRODUCTION,E100,Y,TXN0000010728
API000007743,2023-12-28 18:23:44,TransactionAPI,/api/transactions,POST,503,218,4579,2047,SRV005,PRODUCTION,E102,N,
API000007744,2024-02-01 00:13:43,AuthAPI,/api/auth,POST,500,109,3279,7056,SRV010,UAT,E102,N,TXN0000023041
